Name,Rating,Review,Description,Price_Range,Label,Category,Location
상우가든,4.6,98,프라이빗 룸이 있어 각종 모임에 제격인 프리미엄 와규 레스토랑,점심 1 - 2만원 · 저녁 2 - 4만원,1,소고기구이,을지로
토파,4.9,328,다양한 이탈리아 와인과 음식을 즐길 수 있는 아늑하고 따뜻한 분위기의 오스테리아 & 비노,점심 저녁 동일가 2 - 4만원,1,이탈리아음식,합정
네기 우나기야,4.5,507,일본 현지의 맛 이상을 추구하는 네기컴퍼니의 민물장어덮밥 전문점,점심 저녁 동일가 2 - 4만원,1,일식,잠실
파에 청담,4.8,491,"프라이빗 룸, 일식 베이스의 일품 요리와 사케, 와인을 함께 즐기실 수 있는 이자카야* 당일 예약 마감 이후 방문시에는 매장전화 혹은 인스타 DM으로 문의주시면 안내 도와 드리겠습니다",점심 영업안함 · 저녁 2 - 4만원,1,이자카야,압구정
에이스크랩 강남점,4.5,92,한국에 상륙한 필리핀 세부 NO.1 크랩 전문점,점심 1 - 4만원 · 저녁 2 - 4만원,1,"게, 랍스터",선릉
빠싸주20,4.8,266,프랑스 알랭 뒤카스 출신 쉐프가 요리하는 프렌치 베이스의 요리와 다양한 와인을 즐길 수 있는 비스트로 바,점심 영업안함 · 저녁 2 - 4만원,1,프랑스음식,강남구청
기러기둥지 익선 'The Cottage',4.6,919,북유럽까지 가는 비행기표값을 절약해줄 유일한 대안익선동이 알려지기 전부터 자리를 잡아온 터줏대감 레스토랑으로국내 유일 아늑한 북유럽식 산장에서 맛있는 음식과 와인을 즐기는 특별한 경험을 해보세요!7년간 익선동에서 꾸준한 사랑을 받고 있는 기러기둥지 본점,점심 영업안함 · 저녁 2 - 4만원,1,와인,익선
쎄오,4.7,658,제철 식재료를 사용 하는 컨템포러리 프렌치 레스토랑,점심 저녁 동일가 2 - 4만원,1,프랑스음식,한남
페레 Pere,4.7,455,따뜻하고 아늑한 공간에서 즐기는다양한 이탈리안 와인과 음식들이 있는 공간,점심 저녁 동일가 2 - 4만원,1,이탈리아음식,서대문
엘빈에비뉴 라운지,4.6,207,"*강남 도심 속 아름다움이 넘치는 공간, 영화 촬영 및 CF 촬영 명소*매주 금요일 ~ 토요일 JAZZ & Live 공연이 있습니다.*JAZZ & Live_공연 관람비는 ""무료"" 입니다.",점심 영업안함 · 저녁 2 - 4만원,1,다이닝바,강남
트리블리 와인바,5.0,6,나만알고싶은분위기깡패 와인맛집,점심 저녁 동일가 2 - 4만원,1,와인,논현
고스마 (osteria gosma),4.5,351,고구마 뇨끼가 맛있는 이탈리안 레스토랑,점심 저녁 동일가 2 - 4만원,1,이탈리아음식,서대문
트헝뜨(Trente),4.8,287,삼성동 프렌치 와인바,점심 영업안함 · 저녁 2 - 4만원,1,다이닝바,강남구청
라디치,4.5,503,"수요미식회 출연 트러플 파스타, 어란파스타 맛집",점심 저녁 동일가 2 - 4만원,1,파스타,서래마을
당인식당,4.5,26,덜 자극적이고 덜 요란하고 건강한 먹거리,점심 1 - 2만원 · 저녁 2 - 4만원,1,"백반,가정식",상수
어치브,4.9,205,"다양한 전통주와 한식, 양식 베이스의 요리가 함께하는 캐주얼 다이닝바",점심 영업안함 · 저녁 2 - 4만원,1,다이닝바,자양
청기와타운 노원역점,4.1,58,일일 50대 한정 수원식 LA왕갈비가 유명한 맛집,점심 저녁 동일가 2 - 4만원,1,"육류,고기요리",상계
하이홀본,4.9,101,"연애남매 용우 & 주연 다녀간 데이트하기 좋은 런던, 덴마크 미슐랭 출신 셰프 두명이 요리하는 옥수동 캐주얼 다이닝바",점심 저녁 동일가 2 - 4만원,1,다이닝바,옥수
핀치브런치바,4.6,313,"Plant-based, sustainable의 가치를 지키며 낮에는 제철 식재료를 이용한 브런치 저녁에는 숯을 이용한 비건 다이닝바",점심 1 - 2만원 · 저녁 2 - 4만원,1,다이닝바,가로수길
꽁티드툴레아,4.4,690,다채로운 향기 관련 제품들과 브런치 및 와인을 즐길 수 있는 복합 문화 공간,점심 1 - 3만원 · 저녁 2 - 4만원,1,브런치,압구정로데오
피즈,4.6,218,흔치 않은 요리와 모던한 분위기를 느낄수 있는 와인바,점심 저녁 동일가 2 - 4만원,1,다이닝바,삼각지
칠사칠,4.8,32,"뇨끼, 파스타 및 퓨전 음식점",점심 영업안함 · 저녁 2 - 4만원,1,유러피안음식,이태원
다웃풀클럽,4.9,32,시그니쳐 하이볼과 안주가 맛있는 하이볼바,점심 1 - 2만원 · 저녁 2 - 4만원,1,"칵테일,위스키",신당
다이닝후,4.6,92,European & Chinese Concept을 바탕으로 한 창의적이고 트렌디한 요리,점심 1 - 2만원 · 저녁 2 - 4만원,1,퓨전음식,서대문
독립밀방 청량리,4.4,61,"신라호텔 10년 경력의 오너 셰프가 운영하는 한옥 이탈리안 레스토랑 독립밀방을 청량리 역사 내 모던한 공간, 더 넓은 쾌적한 공간에서 만나실 수 있습니다. 이제 서울 동북부 지역에서도 기본에 충실한 제대로 된 이탈리안 요리를 즐겨보세요.",점심 저녁 동일가 2 - 4만원,1,이탈리아음식,청량리
엘 오소,5.0,3,"음악 좋은, 술맛 좋은, 음식 좋은, 오랜 친구 생각나는 곳",점심 영업안함 · 저녁 2 - 4만원,1,다이닝바,신사
신사 뻘,4.7,28,매일아침 벌교산지직송 해산물과 도란도란 즐거운 이야기가 있는 술한잔 아지트,점심 영업안함 · 저녁 2 - 4만원,1,"해물,생선요리",가로수길
우우,4.5,70,숙성 1++ 한우전문점,점심 영업안함 · 저녁 2 - 4만원,1,소고기구이,삼각지
하이드아웃,4.8,1,삼각지역 7번출구 바로 앞에 위치하고 있는 양식 퓨전 찐맛집,점심 저녁 동일가 2 - 4만원,1,"맥주,호프",삼각지
포르투7 상암MBC점,4.1,22,이탈리아 가정식으로 소박하고 이국적인 감성을 느낄 수 있는 캐주얼 레스토랑,점심 1 - 3만원 · 저녁 2 - 4만원,1,이탈리아음식,상암
만미,4.9,23,참신한 모던 한식 요리와 30여 종의 다양한 전통주를 즐길 수 있는 한식주점,점심 1 - 2만원 · 저녁 2 - 4만원,1,한식,압구정로데오
샤뿐샤뿐 한걸음,4.6,27,"나에게 선물하는 따뜻한 시간, 투뿔한우(1++) 샤브샤브 주점",점심 1 - 2만원 · 저녁 2 - 4만원,1,한식,논현
PoDoR,5.0,17,학센이 맛있는 앤틱한 분위기의 연남동 와인바,점심 영업안함 · 저녁 2 - 4만원,1,와인,연남
모양,4.7,41,제주도에서 가져온 한우스지 전문 한식 다이닝,점심 영업안함 · 저녁 2 - 4만원,1,한식,합정
녘,4.4,122,다른 곳에서 찾아볼 수 없는 특별한 음식과 바이브의 무국적 퓨전 레스토랑,점심 저녁 동일가 2 - 4만원,1,다이닝바,강남
공작,5.0,55,혼술부터 단체 대관 까지 | Party 공간대여 | Gallery bar,점심 영업안함 · 저녁 2 - 4만원,1,와인,망원
초아,4.9,25,색다른 요리와 전통주가 함께하는 분위기 좋은 일식 비스트로,점심 영업안함 · 저녁 2 - 4만원,1,이자카야,공릉
수다 청담점,4.7,91,조용하고 멋드러진 룸과 루프탑이 있는 맛있는 이자카야,점심 영업안함 · 저녁 2 - 4만원,1,이자카야,청담
미식가주택,4.6,270,일식을 토대로 무국적으로 푸는 레트로 술집** 밑에 공지사항을 확인해주세요~* 예약시간대 말고도 워크인 좌석 있는 경우가 많으니 편하게 전화주세요* 6월 평일 콜키지 이벤트 중입니다~,점심 영업안함 · 저녁 2 - 4만원,1,이자카야,상수
야키토리 훈,4.7,207,코지한 분위기와 음악이 있는 오마카세 야끼토리 바,점심 2.9만원 · 저녁 2 - 4만원,1,야키토리,문래
그릴도하,4.6,210,"숯불양갈비, 후무스, 화덕 피타브레드를 함께 즐기는 색다른 한남동 맛집",점심 저녁 동일가 2 - 4만원,1,아시아음식,한남
"사케, 료리",4.9,313,"일식과 양식이 공존하는 분위기 좋은 다이닝 이자카야다양한 주류 페어링과 세련된 플레이팅으로눈과 입이 즐거운 사케, 료리입니다.",점심 영업안함 · 저녁 2 - 4만원,1,일식,압구정로데오
로스옥 한남점,4.1,145,로스구이와 위스키를 동시에 즐길 수 있는 한남동 사랑방,점심 저녁 동일가 2 - 4만원,1,소고기구이,한남
개나리식당,4.8,433,"개나리식당은 적상추, 청상추, 적근대, 깻잎, 케일로 구성된 다양한 종류의 무한리필 쌈 그리고 곁들임으로 해물쌈장과 냉동삼겹을 판매하는 쌈밥 전문점입니다.",점심 저녁 동일가 2 - 4만원,1,돼지고기구이,신용산
이치류 홍대본점,4.6,63,국내 최초 정통 삿포로식 양고기 징기스칸 전문점,점심 영업안함 · 저녁 2 - 4만원,1,양고기,홍대
이치류 논현역점,4.7,163,국내 최초 정통 삿포로식 양고기 징기스칸 전문점미쉐린 가이드 8년 연속 선정 (2017~2024년)블루리본 서베이 12년 연속 선정 (2013~2024년),점심 영업안함 · 저녁 2 - 4만원,1,양고기,논현
미눔,4.9,42,을지로 일대가 한눈에 내려다 보이는 통창과 모던한 분위기에서 즐기는 클래식 칵테일.,점심 영업안함 · 저녁 2 - 4만원,1,"칵테일,위스키",을지로
도화재,4.4,611,양식 베이스에 한식을 더한 퓨전한식 레스토랑,점심 저녁 동일가 2 - 4만원,1,한식,양재
비스트로리베르따,4.9,126,"1인쉐프가 운영하는 석계역 작은공간의 이탈리안 와인바* 바(Bar)9좌석 , 테이블 홀1개(최대4명)* 5인이상은 전화예약* 콜키지만 이용시 2만원이며, 보틀와인 주문시 콜키지 프리* 석계역 공영주차장 이용",점심 저녁 동일가 2 - 4만원,1,다이닝바,월계
서울숲포도피자,4.4,45,인플루언서들이 선택한 한번 가면 또가고 싶은 맛집. 포도와 흑미를 넣은 만든 도우와 다양한 토핑을 더한 성수 피자 힙플,점심 저녁 동일가 2 - 4만원,1,피자,서울숲
차만다 잠실점,4.6,249,익숙한 듯 새로운 듯 다양한 영국 음식이 가득한 레스토랑,점심 저녁 동일가 2 - 4만원,1,유러피안음식,잠실
꽃살집 연남점,4.8,38,"최고 등급 프라임, 와규만을 사용해 향과 맛을 내는 숙성 소고기 전문점",점심 저녁 동일가 2 - 4만원,1,소고기구이,연남
카이퍼 청담,4.7,184,꽃과 나무가 가득한 와인다이닝에서 미식여행으로 초대합니다♥️,점심 저녁 동일가 2 - 4만원,1,다이닝바,압구정로데오
순정한우정육식당 논현점,4.5,21,상차림비 없는 착한 한우 전문점,점심 저녁 동일가 2 - 4만원,1,소고기구이,논현
원할머니 논현직영점(Flagship store),4.8,99,"원할머니의 새로운 Flagship Store !!✔️24시간 연중무휴✔️논현동 유일의 불꺼지지 않는 매장✔️콜키지프리 (2인 1병 기준 무료)✔️다양한 주류 보유(와인,위스키,전통주)✔️주차가능 (주차 안내)✔️직원들의 정성스런 서비스",점심 1 - 4만원 · 저녁 2 - 4만원,1,"보쌈,족발",논현
바다돌섬 신사,4.7,128,"전라도식 회 한상 검증된 맛있는 한식 주점.김밥 전문 책에도 소개된 김밥과 숙성회, 김치의 조합이색 술안주  ‘김밥 삼합’ 꼭 드셔보세요.",점심 영업안함 · 저녁 2 - 4만원,1,한식,가로수길
리호,4.8,143,다양한 음식과 분위기를 즐길수 있는 다이닝 와인바,점심 저녁 동일가 2 - 4만원,1,다이닝바,성수
안주마을,4.4,281,낮술의 성지라는 웨이팅 필수 해산물 술집,점심 저녁 동일가 2 - 4만원,1,"해물,생선요리",서촌
리알토,4.8,642,이탈리아 북부의 음식들을 이야기하는 뜨라또리아,점심 3.9만원 · 저녁 2 - 4만원,1,이탈리아음식,청담
고깃집열 논현직영점,4.9,63,"삼겹살, 목살은 기본 가브리살과 오도독갈비,  콜키지프리가 매력적인 숯불구이전문점",점심 1 - 2만원 · 저녁 2 - 4만원,1,돼지고기구이,논현
다이닝 상석,4.7,250,이름처럼 극진히 모시겠다는 마음가짐으로 일식베이스에 퓨전요리,점심 저녁 동일가 2 - 4만원,1,일식,압구정
카즈,4.5,8,분위기 좋은 제철사시미 일품요리 전문점,점심 영업안함 · 저녁 2 - 4만원,1,이자카야,합정
207다이닝,4.9,277,오너셰프가 구상한 다채로운 요리들을 캐쥬얼하고 감각적인 분위기로 즐길 수 있는 성수동 다이닝바입니다.,점심 1 - 3만원 · 저녁 2 - 4만원,1,다이닝바,서울숲
알랭들롱,4.5,72,"Easy french 컨셉의 다양한 프렌치요리(스몰디쉬,파스타,스테이크)의 레스토랑",점심 2~4만원 · 저녁 2~4만원,1,프랑스음식,삼각지
동아리 정동본점,4.6,581,마츠다 부장님이 극찬한 스키야키 맛집 이자카야,점심 저녁 동일가 2 - 4만원,1,이자카야,서대문
키츠 스키야키,4.7,351,모던한 분위기에서 즐기는 진짜 관서식 스키야키,점심 1 - 3만원 · 저녁 2 - 4만원,1,샤브샤브,합정
호사다마,4.7,7,다사다난한 어른이들을 위로해줄 수 있는 맛과 멋이 있는 한식주점.,점심 영업안함 · 저녁 2 - 4만원,1,한식,성수
아티산와규 남가좌가재울점,5.0,14,<프리미엄 고마블 숙성와규 특수부위 전문점 ‘아티산와규’>와규등급 MB7+~ MB9+이상(한우기준 1+이상급)의 최고급 와규만을 숙성하여 사용.테이블 6개의 아담한 가게로 사랑하는 사람들과 대화와 식사에만 집중하실수 있게 공간을 디자인 하였습니다.,점심 1 - 3만원 · 저녁 2 - 4만원,1,소고기구이,서대문
투뿔한우천국 본점,4.6,55,1++생등심 한우전문점,점심 저녁 동일가 2 - 4만원,1,소고기구이,방이
양꽃 강남본점,4.8,30,"6층에 테라스, 룸, 텐트룸이 있는 프리미엄 양갈비 전문점양꽃의 시그니처 단품메뉴 주문 시 일대일 서비스로 이루어지는 4종 오마카세램마호크를 무한으로 즐기며 구워드리는 서비스로 편하게 이용가능 한 곳",점심 영업안함 · 저녁 2 - 4만원,1,양고기,강남
양꽃,4.8,7,6층에 단독룸과 테라스에 텐트룸이 있는 프리미엄 양갈비 무한리필 전문점,점심 1 - 4만원 · 저녁 2 - 4만원,1,양고기,여의도
고기꾼김춘배 공덕직영점,4.4,66,공덕 경의선숲길 산책로 고기 맛집,점심 저녁 동일가 2 - 4만원,1,"육류,고기요리",공덕
하우스 오브 지미,4.8,18,"연남동 분위기 좋은 비스트로 레스토랑.*화요일, 수요일, 목요일 테이블당 콜키지 1병 무료.*금요일, 토요일 콜키지 1병당 3만원 차지.",점심 저녁 동일가 2 - 4만원,1,다이닝바,연남
동녘,4.4,338,📌홀/테라스 좌석은 현장 상황에 따라 배정됩니다. 확정 예약 불가. 📌다양한 전과 술을 즐길 수 있는 가로수길 프리미엄 한식 주점 '동녘'전문 한식 쉐프가 준비한 전과 다채로운 한식을 즐겨보세요.,점심 영업안함 · 저녁 2 - 4만원,1,한식,가로수길
토끼다이닝 연남,4.6,92,한식을 주 베이스로 다양한 음식과 다양한 음료 및 주류를 합리적으로 즐길 수 있는 밥집 겸 술집,점심 1 - 3만원 · 저녁 2 - 4만원,1,한식,연남
쇼쿠도 합,4.7,173,경복궁 옆에 위치한 작은 한옥에서 즐기는 제철음식과 다양한 종류의 쇼츄,점심 영업안함 · 저녁 2 - 4만원,1,일식,서촌
봉고기,4.6,20,친환경 무항생제 프리미엄 목살 전문점,점심 저녁 동일가 2 - 4만원,1,"육류,고기요리",신도림
지호식 址祜式,4.8,83,"예기지 못 한 즐거움 - 사케와인위스키하이볼바, 지호의 방법대로 만드는 음식과 술 그리고 공간, 址祜式 JIHOSIK 지호식 입니다.",점심 영업안함 · 저녁 2 - 4만원,1,다이닝바,도곡
호박꽃 홍대점,4.9,98,최고급 와규를 합리적인 가격에 다양한 주류와 즐겨보세요!,점심 영업안함 · 저녁 2 - 4만원,1,소고기구이,상수
녹지 마곡본점,4.8,307,"녹진한 식감의 양갈비 , MB8-9+와규 전문 다이닝",점심 영업안함 · 저녁 2 - 4만원,1,"육류,고기요리",마곡
우탄 방이본점,4.9,56,"우탄만의 깨끗하고 편안한 분위기에서숯불향이 특별한,당일 도축 한우 소곱창과하이볼, 와인, 전통소주등의 다양한 술을맛 보실 수 있습니다.",점심 영업안함 · 저녁 2 - 4만원,1,소고기구이,방이
그곁,4.9,69,다양한 요리법으로 풀어낸 한식과 우리술을 곁들이는 다이닝바입니다ㅁ 바테이블로만 구성되어 있습니다ㅁ 예약 마감 시 웨이팅문의 및 빈 자리 여부는 전화 부탁드립니다ㅁ 주류 주문은 필수입니다ㅁ 웨이팅 많을 경우 시간제한이 있을 수 있습니다 양해 부탁드립니다,점심 영업안함 · 저녁 2 - 4만원,1,다이닝바,잠실
소소화로 문정점,4.7,13,한점씩 즐기는 야끼니꾸 소고기 화로구이 전문점,점심 1 - 2만원 · 저녁 2 - 4만원,1,소고기구이,문정
바제,4.8,222,직접 반죽하고 제면하는 동네의 작은 생면파스타 전문점,점심 영업안함 · 저녁 2 - 4만원,1,파스타,방배
체나레 인 서촌,4.9,110,클래식 이탈리안 요리와 함께 부담없이 와인을 즐길 수 있는 공간,점심 저녁 동일가 2 - 4만원,1,이탈리아음식,서촌
옥토버훼스트 종로점,4.6,4,"2003년 오픈해 한자리에서 운영한 1세대 브루잉 레스토랑입니다. 슈바이네학센, 소세지 등 독일 전통 요리와 함께 수제맥주를 즐길 수 있습니다.",점심 영업안함 · 저녁 2 - 4만원,1,"맥주,호프",종각
라시에스타,4.0,10,15년 동안 신선한 식재료와 홈메이드 방식의 건강한 맛으로 사랑받아온 이탈리안 캐주얼 다이닝,점심 저녁 동일가 2 - 4만원,1,이탈리아음식,사당
수미양가,4.9,6,훗카이도식 정통 징기스칸 송리단길 대표 양고기 전문점,점심 저녁 동일가 2 - 4만원,1,양고기,송파
그로어스 도곡,4.2,264,도곡동에 위치한 미슐랭 쉐프의 브런치 카페,점심 1 - 3만원 · 저녁 2 - 4만원,1,브런치,도곡
신림로 이자카야,4.8,212,(예약제)서울 최고 갓성비 일식 오마카세,점심 영업안함 · 저녁 2-4만원,1,이자카야,신림
오니리크,4.9,63,멋진 시티뷰와 생면 파스타&와인을 즐길 수 있는 꿈같은 공간,점심 1 - 3만원 · 저녁 2 - 4만원,1,다이닝바,을지로
관호,4.7,42,최고급 프리미엄 양갈비를 제공하는 양갈비 화로구이 전문점,점심 영업안함 · 저녁 2 - 4만원,1,양고기,여의도
육회관포차 을지로점,4.3,17,신선하기로 유명한 한우 생고기만을 취급하는 한우생고기 전문점,점심 저녁 동일가 2 - 4만원,1,요리주점,을지로
용돼지,4.2,27,100% 순종 지리산 흑돼지 버크셔 K 전문점,점심 저녁 동일가 2 - 4만원,1,돼지고기구이,삼각지
푸른밤한남,4.6,151,"도심 속 작은 제주, 프리미엄 흑돼지 로스구이 전문점",점심 저녁 동일가 2 - 4만원,1,돼지고기구이,한남
Balkony Kitchen (발코니 키친),4.6,242,2층에서 내려보는 이쁜 양재천 산책로뷰와 다양한 요리로 힐링할 수 있는 공간,점심 저녁 동일가 2 - 4만원,1,이탈리아음식,도곡
이태원 터렛,5.0,47,🌿 이태원뷰가 감동적인 분위기 맛집토스카나에서 유학한 이태리 20년차 쉐프가 요리하는 이태원 터렛입니다. 신선한 재료로 본연의 맛을 살리는 이탈리안 요리를 맛보러 오세요!다이닝 바에서는 생면 파스타 코스를 진행하고 있습니다.@turret_official,점심 영업안함 · 저녁 2 - 4만원,1,다이닝바,이태원
청담튜파,4.5,144,석회암 동굴을 모티브로한 이색적인 공간에서 오마카세급으로 즐기는 프리미엄 이자카야. (식사 / 주류 / 데이트 / 모임 / 룸 예약),점심 영업안함 · 저녁 2 - 4만원,1,이자카야,청담
호보식당 역삼본점,4.0,62,어디서도 맛본 적 없는 마늘 갈비,점심 1 - 2만원 · 저녁 2 - 4만원,1,"육류,고기요리",역삼
소복재 방이본점,4.6,146,스며듬을 표현한 클래식한 인테리어에정성스럽게 끓인 육수에 신선한 고기와 무제한 야채가 스며들다프리미엄 샤브 다이닝,점심 저녁 동일가 2 - 4만원,1,샤브샤브,잠실
아치서울(arch__seoul) 용산점,4.6,1227,"빈티지한 감성에 모던함을 더한 고급스러운 인테리어로 유럽 여행중에 만난듯한 여유로운 분위기의 레스토랑을 표현했습니다. 고급스러운 테이블과 편안한 의자, 아늑한 조명과 부드럽고 경쾌한 재즈로 아치서울에 방문해주시는 고객님들께 편안하고 여유로운 분위기를 전해드립니다.",점심 저녁 동일가 2 - 4만원,1,와인,용산
너테,4.9,58,제철재료를 활용 한 레스토랑,점심 영업안함 · 저녁 2 - 4만원,1,다이닝바,방배
해임시,4.8,4,"안녕하세요 천호동에 위치한 해임시 입니다.해임시는 누구나 언제나 편하게 놀러와 마시고 먹을수 있는 공간입니다.다양한 음식과 그에 어울리는 음료와 와인, 전통주, 위스키, 맥주등을 제공합니다.항상 최선을 다하는 해임시가 되도록 하겠습니다, 감사합니다!",점심 저녁 동일가 2 - 4만원,1,다이닝바,천호
우호적 상암점,5.0,57,마블링 스코어 MB9의 최상급 와규,점심 영업안함 · 저녁 2 - 4만원,1,소고기구이,상암
유로세븐틴,4.8,24,성북동에 위치한 유로세븐틴 (EUR17) 레스토랑 입니다. 찾아주신 분들께 최고의 정성을 담아 이탈리안 가정식 요리들과 디저트로 인사드립니다.,점심 저녁 동일가 2 - 4만원,1,이탈리아음식,성북
맥켄지 와인바 (Mckenzie),4.9,33,직접 만드는 신선한 도우들을 나무장작에 바로 구워내는 요리들과 와인,점심 영업안함 · 저녁 2 - 4만원,1,다이닝바,청담
뚝도살롱,4.9,6,하루를 위로하는 편안한 분위기의 와인펍,점심 영업안함 · 저녁 2 - 4만원,1,와인,성수
이자카야찬 논현,4.4,8,강남대로변에 위치하고 주차가 편리한 테라스 독채 이자카야,점심 영업안함 · 저녁 2 - 4만원,1,이자카야,논현
고부시 논현점,4.5,2,현존하는 최고의 모츠나베 맛집,점심 영업안함 · 저녁 2 - 4만원,1,이자카야,논현
내고기,5.0,44,차분하게 온전히 만족할 투뿔한우전문 bar,점심 영업안함 · 저녁 2 - 4만원,1,소고기구이,마포
소마(soma),4.9,197,향과 맛이 조화로운 광동요리,점심 영업안함 · 저녁 2 - 4만원,1,아시아음식,종로
서래마을 시즌잉(SEASON:ING),4.9,30,계절의 맛과 멋을 담는다는 의미의 이탈리안 및 퓨전 레스토랑,점심 저녁 동일가 2 - 4만원,1,이탈리아음식,서래마을
이자카야 카와우소,4.5,34,"사당에서 정갈한 일식과 깔끔한 실내 화장실, 인테리어가 돋보이는 공간",점심 영업안함 · 저녁 2 - 4만원,1,이자카야,사당
오스테리아 쟌니,4.4,7,수제뇨끼와 라자냐 이탈리안 가정식 음식이 있는 따뜻한 곳,점심 저녁 동일가 2 - 4만원,1,이탈리아음식,성수
코슌,4.5,20,"일식 베이스에 다양한 터치가 들어간 맛있는 음식들을 합리적인 가격에 다양한 술들과 즐길 수 있는 캐쥬얼 다이닝, 비스트로 이자카야 코슌입니다.",점심 영업안함 · 저녁 2 - 4만원,1,이자카야,압구정
양식당더램키친,4.9,10,한국 사람에게 익숙한 숯불과 불판 위에 구워내는 양고기 맛집,점심 영업안함 · 저녁 2 - 4만원,1,양고기,가로수길
고깃집열,4.7,53,콜키지프리도 가능한 재방문율 높은 맛집 고깃집열 본점,3-4만 원,1,"육류,고기요리",강남
베비다,5.0,30,"특별한 음식, 특별한 주류가 함께하는 공간",점심 영업안함 · 저녁 2 - 4만원,1,이탈리아음식,서초
바베큐랩,4.3,10,3년 연속 블루리본 맛집 “고기는 썩기 전에 제일 맛있다”,점심 저녁 동일가 2 - 4만원,1,"육류,고기요리",양재
기노,4.5,26,재철재료 신선하고 정갈한 일본식 이자카야,점심 영업안함 · 저녁 2 - 4만원,1,이자카야,마포
혜화 온프,5.0,1,직접 공수한 재료로 만드는 Weekly pasta와 정육점에서 가져오는 신선한 부채살 스테이크가 있는 자연주의 양식 온프 입니다.,3.9만원,1,이탈리아음식,혜화
샤브인서울 합정점,5.0,11,고즈넉한 공간에서 신선한 야채와 1++ 등급의 스페셜 한우를  다양한 육수로 즐길수있는 프리미엄 샤브 다이닝,점심 저녁 동일가 2 - 4만원,1,샤브샤브,합정
압구정화로구이 잠실본점,4.8,2,질 좋은 고기를 가성비 있게 친절한 서비스로 즐길 수 있는 공간,점심 저녁 동일가 2 - 4만원,1,"육류,고기요리",잠실
사유의서재,4.4,155,맛과 향이 풍부한 음식을 와인과 페어링하는 감성 공간,점심 저녁 동일가 2 - 5만원,1,와인,강남
제이드앤워터 (Jade & Water),4.6,754,옥수동에서 가장 맛있는 올데이 브런치 레스토랑,점심 1 - 3만원 · 저녁 2 - 5만원,1,브런치,옥수
반(BARN),4.2,23,이수역 근처 캐주얼하고 가성비 좋은 1++한우 전문점,점심 저녁 동일가 2 - 5만원,1,소고기구이,방배
에스토,4.8,313,미국 요리학교 CIA출신 셰프가 운영하는 비스트로,점심 3.9만원 · 저녁 2 - 5만원,1,와인,가로수길
심퍼티쿠시 가로수길점,4.6,852,"유러피안 요리를 아시안 스타일로 풀어낸 감각적인 파인캐주얼 레스토랑, 심퍼티쿠시.",점심 저녁 동일가 2 - 5만원,1,유러피안음식,가로수길
동남방앗간 한남,4.4,132,코지한 디너 레스토랑,"점심 2-3만원 (토,일) · 저녁 2 - 5만원",1,이탈리아음식,한남
펠른 하우스,4.8,291,"연남동을 대표하는 스페셜티 커피 전문점으로, 펠른의 시그니처 서비스인 ”페어링 코스(aka. 커피 오마카세)“를 통해 3가지 커피와 3가지 디저트를 코스로 만나볼 수 있습니다. 단품으로는 직접 로스팅한 고퀄리티 원두와 완성도 높은 홈메이드 디저트를 경험할 수 있습니다.",페어링 코스 4.2만원,1,"카페,디저트",연남
홍바이,4.6,25,다양한 맛의 탕을 제공하는 프리미엄 중국식 훠궈 전문점,점심 저녁 동일가 2 - 5만원,1,중식,마곡
한토막,4.7,222,"숯불에 초벌한 토마호크,티본,우대갈비 소고기 맛집",점심 저녁 동일가 2 - 5만원,1,"스테이크,립",성신여대
드포레 De;Fore 용산점,4.8,1414,편안하고 아늑한 도심 속 숲에서 즐기는 110여종의 와인과 캐주얼 다이닝insta: @de.fore_station,점심 저녁 동일가 2 - 5만원,1,와인,용산
아실라,4.5,68,"강남 소개팅 명소, 이국적인 프라이빗 룸 와인레스토랑",점심 저녁 동일가 2 - 5만원,1,다이닝바,강남
퍼시몬_용산(persimmon_ys),4.8,191,계절을 느낄수 있는 아늑한 분위기의 1인 셰프 와인 다이닝바,점심 영업안함 · 저녁 2 - 5만원,1,다이닝바,신용산
라뮤즈,4.8,50,"콘서트 레스토랑 라뮤즈 라이브 축하 연주가 있는 기념일 식사 DEAR MY MUSE 생일,기념일,소개팅, 프로포즈, 데이트, 가족 모임",점심 1 - 4만원 · 저녁 2 - 5만원,1,다이닝바,군자
LAKUEN,4.4,406,다양한 꼬치요리를 즐기는 익선동의 이자카야,점심 1-2만원 · 저녁 2-5만원,1,이자카야,종로
차이나플레인 서울숲점,4.4,43,깔끔하고 맛있는 고품격 프리미엄 중식당,점심 1 - 3만원 · 저녁 2 - 5만원,1,중식,서울숲
심퍼티쿠시 용산점,4.6,1131,"유러피안 요리를 아시안 스타일로 풀어낸 감각적인 파인캐주얼 레스토랑, 심퍼티쿠시.",점심 저녁 동일가 2 - 5만원,1,유러피안음식,삼각지
스케줄 성수,4.4,2069,성수에서 느끼는 유럽 광장 느낌의 복합 문화공간,점심 저녁 동일가 2 - 5만원,1,이탈리아음식,성수
연남파도,4.9,379,스시야 출신 셰프들이 전개하는 재패니즈 다이닝,점심 영업안함 · 저녁 2 - 5만원,1,다이닝바,연남
단초밥,4.7,30,"퀄리티 훌륭한 워터에이징 숙성 회, 초밥 전문점",점심 1 - 3만원 · 저녁 2 - 5만원,1,"회,사시미",신당
청춘구락부,4.6,13,차원이 다른 양대창 화로구이와 평양냉면을 즐기는 공간,점심 저녁 동일가 2 - 5만원,1,"곱창,막창",마포
