name,cat_loc,rating,review,description,price_range
육미당 몽산,"육류,고기요리 • 강남",NA,NA,대한민국 최고의 소갈비살 전문점을 리브랜딩하여 탄생한 곳,점심 영업안함 · 저녁 1 - 3만원
쿠시바,이자카야 • 신당,NA,NA,다양한 하이볼과 기린생맥주를 취급하는 편하고 유쾌한 쿠시카츠 전문점,점심 영업안함 · 저녁 1 - 3만원
기포,와인 • 신사,NA,NA,코지하고 감각적인 인테리어와  합리적인 가격으로 샴페인과 와인을 즐길 수 있는곳,점심 영업안함 · 저녁 1 - 3만원
혜화 리나스 파스타,이탈리아음식 • 혜화,NA,NA,이탈리아 현지에서 마스터한 레시피로 어디에서도 맛볼 수 없는 요리,점심 저녁 동일가 1 - 3만원
화란,요리주점 • 강서,NA,NA,한식 베이스의 맛있는 안주들과 잘 어울리는 전통주점,점심 영업안함 · 저녁 1 - 3만원
찬스토어 신당,"육류,고기요리 • 신당",5.0,(2),고기구이와 모둠꼬치를 같이 화로에 구워먹는 곳,점심 저녁 동일가 1 - 3만원
"BAR, QUIET","칵테일,위스키 • 등촌",NA,NA,"Digital Detox Bar, Quiet “Turn off the Noise, Quiet your Mind”",점심 영업안함 · 저녁 1 - 3만원
광화로 광화문 본점,한식 • 광화문,NA,NA,화덕에서 초벌한 돼지구이 전문점,점심 저녁 동일가 1 - 3만원
교토스시,"스시,초밥 • 혜화",NA,NA,산선하고 퀄리티 좋은 재료를 사용하는 대학로 일등초밥집,점심 저녁 동일가 1 - 3만원
스큐어,다이닝바 • 한남,5.0,(4),"Asian style SKEWERS. SEOUL, HANNAM",점심 저녁 동일가 1 - 3만원
육전식당,"육류,고기요리 • 신설동",NA,NA,육즙 가득한 고기와 맛있는 음식과 친절한 서비스를 모두 즐길 수 있는 육전식당,점심 저녁 동일가 1 - 3만원
갓포야,이자카야 • 노원,NA,NA,제철생선들을 생선에 따라 숙성하여 내어드리는 곳,점심 영업안함 · 저녁 1 - 3만원
낮달초밥 사시미 수유점,"스시,초밥 • 수유",5.0,(1),가성비 좋은 신선한 스시 맛집,점심 저녁 동일가 1 - 3만원
헤이베르트(heyvert),브런치 • 서래마을,NA,NA,초록을 닮은 건강한 매장입니다!,점심 저녁 동일가 1 - 3만원
치빗코,이자카야 • 삼각지,5.0,(1),작은접시로 제공되는 요리와 일본술을 즐기는 프라이빗한 공간,점심 영업안함 · 저녁 1 - 3만원
고기 인연 가산점,"육류,고기요리 • 가산디지털단지",5.0,(1),넓은 그릴에 직접구워주는 고깃집,점심 저녁 동일가 1 - 3만원
털보정육식당 수유본점,"육류,고기요리 • 수유",NA,NA,가성비 쩌는 수유 한우 소고기,점심 저녁 동일가 1 - 3만원
털보정육식당 장위2호점,"육류,고기요리 • 장위",NA,NA,가성비 쩌는 장위동 한우 소고기,점심 저녁 동일가 1 - 3만원
소앤돼지 마곡나루점,"육류,고기요리 • 마곡",NA,NA,가성비 좋은 푸짐한 고기집,점심 영업안함 · 저녁 1 - 3만원
제주미목식당,"육류,고기요리 • 연신내",NA,NA,고급진 고깃집 미목살이있는 은평구 삼겹살,점심 영업안함 · 저녁 1 - 3만원
마치,이자카야 • 장안,NA,NA,제철 재료를 사용한 트렌디한 요리와 분위기 좋은 음악이 있는 곳,점심 영업안함 · 저녁 1 - 3만원
한우마당,소고기구이 • 시청,NA,NA,저렴한 가격으로 최고급 한우를 즐길 수 있는 곳,점심 저녁 동일가 1 - 3만원
테이블하나,와인 • 송리단길,NA,NA,유러피안 비스트로,점심 저녁 동일가 1 - 3만원 · 주말 점심 1 - 3 만원
연하누 정육식당,소고기구이 • 성신여대,NA,NA,최고의 1++한우를 경매해 직접 가공 생산하는 한우 전문점,점심 저녁 동일가 1 - 3만원
숙성주당,요리주점,NA,NA,숙성당에이어 제철 요리와 최고급참치를 일식기반으로 선보입니다!!,점심 영업안함 · 저녁 1 - 3만원
시월,요리주점 • 합정,NA,NA,한식을 베이스로 한 분위기 좋은 한식 주점,점심 영업안함 · 저녁 1 - 3만원
와인창고잡,와인 • 샤로수길,NA,NA,70여종 와인과 데이트 및 소개팅 성지,점심 영업안함 · 저녁 1 - 3만원
요술사,이자카야 • 샤로수길,NA,NA,좋은 요리와 술 사람이 있는 곳,점심 영업안함 · 저녁 1 - 3만원
오리엔트익스프레스와인,와인 • 신수,NA,NA,매일 다른 라이브공연을 진행하는 서울 3대 재즈바,점심 저녁 동일가 1 - 3만원
심야식당밤 홍대본점,이자카야 • 홍대,NA,NA,조용하고 분위기 있는 홍대감성 술집,점심 영업안함 · 저녁 1 - 3만원
키친485,,NA,NA,"나폴리 피자, 생면 파스타가 맛있는 곳",점심 저녁 동일가 1 - 3만원
노윤,프랑스음식 • 북촌,NA,NA,프랑스 음식을 한국식으로 재해석한 창의적인 음식을 선보입니다.,점심 저녁 동일가 1 - 3만원
육갑식당 방배본점,"육류,고기요리 • 방배",4.7,(36),방배 카페골목 맛집으로 소문난 품질 좋은 고깃집,점심 저녁 동일가 1 - 4만원
인량훠궈,중식 • 신사,4.6,(201),특색 있는 운남성 가물치 훠궈를 맛보는 훠궈 매니아들의 아지트,점심 저녁 동일가 1만원 이상
돝고기506,돼지고기구이 • 역삼,4.3,(505),506시간 숙성을 거친 최고의 프리미엄 돼지고기 숙성육,점심 저녁 동일가 1 - 4만원
익선디미방,퓨전음식 • 익선,4.4,(17),"서울 신라호텔에서만 10년 경력한식당 라연, 프렌치 콘티넨탈 출신 주인장의소소한 요리, 느낌 있는 공간익선디미방 입니다",점심 저녁 동일가 1 - 4만원
익선잡방,브런치 • 익선,4.4,(11),신라호텔 10년 경력 오너 셰프의 감성적인 브런치 맛집,점심 1 - 3만원 · 저녁 1 - 4만원
더그릴630(the Grill630),"육류,고기요리 • 청담",4.0,(213),"소, 돼지, 양 뼈세트로 즐길 수 있는 프리미엄 구이 전문점",점심 1 - 2만원 · 저녁 1 - 4만원
삼육가 본점,"육류,고기요리 • 논현",4.7,(52),삼겹살과 된장찌개가 맛있는 신논현 맛집,점심 저녁 동일가 1 - 4만원
애호락 강남직영점,한식 • 역삼,4.6,(29),편안한 분위기에서 정갈한 한상차림과 술상차림을 즐길 수 있는 공간,점심 1 - 2만원 · 저녁 1 - 4만원
닥터로빈 광화문점,이탈리아음식 • 광화문,4.4,(63),"건강한 닥터로빈 분위기 좋은 파스타, 리조또 맛집",점심 저녁 동일가 1 - 4만원
시라카와 텐푸라,이자카야 • 압구정로데오,4.7,(640),캐주얼한 분위기의 텐푸라 전문 이자카야,점심 영업안함 · 저녁 1 - 4만원
갓포아키 서래마을점,이자카야 • 서래마을,4.5,(577),-갓포 열풍의 시초 수요미식회에 나온 트렌디한 일식 주점-예약마감이라도 8시30분이후 예약된자리 많아    5시30 ~ 8시30분 이용가능하신 경우는     매장에 전화문의 부탁드립니다,점심 영업안함 · 저녁 1 - 4만원
브뤼서리 서교,유러피안음식 • 망원,4.6,(168),와인과 즐길 수 있는 메뉴가 가득 한 비스트로 다이닝 *1인 1주류 주문 필수,점심 저녁 동일가 1 - 4만원
라이즈 호텔 사이드 노트 클럽,다이닝바 • 홍대,4.6,(70),"라이즈 호텔 15층, 홍대의 밤거리가 한눈에 담기는 칵테일 바.  음악과 믹솔로지를 사랑하는 사람들이 모이는 공간 사이드 노트 클럽에는 현대적 감각으로 재탄생한 클래식 칵테일과 사이드 노트 클럽 믹솔로지스트만의 특별한 시그니처 칵테일이 준비되어  있습니다.",점심 영업안함 · 저녁 1 - 4만원
베우노,스페인음식 • 망원,4.7,(816),망원동의 아늑한 스페니쉬 비스트로,점심 저녁 동일가 1 - 4만원
독립밀방 독립문 본점,이탈리아음식 • 독립문,4.4,(312),"신라호텔 10년 경력의 오너 셰프가 운영하는 한옥 이탈리안 레스토랑 입니다. 여유롭고 신비로운 한옥 공간에서 정성들인 음식과 좋은 경험, 시간을 공유하시길 바랍니다.",점심 저녁 동일가 1 - 4만원
오륜정,"육류,고기요리 • 성내",4.6,(49),맛있는 돼지갈비 먹고 싶을 때 찾아가는 곳,점심 저녁 동일가 1 - 4만원
고담,이자카야 • 시청,4.0,(71),숭례문과 시청이 보이는 전망 좋은 이자카야,점심 저녁 동일가 1 - 4만원
마마램,양고기 • 청담,4.5,(110),트렌디한 분위기의 청담동 프리미엄 양갈비 맛집,점심 저녁 동일가 1 - 4만원
미티,다이닝바 • 합정,4.9,(523),"술과 음식이 있는 유쾌한 미식여행, 다이닝바 미티",점심 영업안함 · 저녁 1 - 4만원
음 세이로무시,일식 • 신사,4.4,(155),신사역 엄선된 식재료의 일본식 편백찜 맛집,점심 영업안함 · 저녁 1 - 4만원
밀밭정원,한식 • 마포,4.4,(4),"황금콩밭에서 오픈한 손만두, 국수 맛집",점심 저녁 동일가 1 - 4만원
소설옥 금남시장점,"육류,고기요리 • 금호",4.8,(121),직접 숯불로 구워주는 이베리코 모듬구이와 친절한 사장님 부부가 추천하는 와인의 진한 궁합이 매력적인 공간,점심 영업안함 · 저녁 1 - 4만원
온리고(Onlygo & Co),퓨전음식 • 압구정,4.6,(749),"꽃과 옷, 다이닝을 한 곳에 녹여낸 '복합 문화 공간' Onlygo & Co 입니다.",점심 저녁 동일가 1 - 4만원
육가온 선릉점,돼지고기구이 • 선릉,4.1,(35),국내 유일의 슈퍼골든포크(SGP) 전문점,점심 1 - 2만원 · 저녁 1 - 4만원
사테,다이닝바 • 해방촌,4.8,(462),"편안한 분위기 속에서 펼쳐지는 여러가지 향신료,모던 아시안 캐쥬얼 다이닝",점심 영업안함 · 저녁 1 - 4만원
레 부르주아,와인 • 가로수길,4.7,(214),와인 페어링에 미쳐있는 신사동 유일 와인 글라스 페어링 해주는 다이닝 와인 바!,점심 영업안함 · 저녁 1 - 4만원
음음,와인 • 인사동,4.6,(174),익숙한 아늑함 속에서 즐기는 다이닝과 내추럴 와인,점심 영업안함 · 저녁 1 - 4만원
아소토,이자카야 • 합정,4.8,(382),"아늑한 일본 술집 분위기, 다양한 술이 있는 이자카야오픈 시간 예약만 받고 있습니다. 이후 시간엔 전화 주시면 안내 도와드리겠습니다.*1인 1주류 주문은 필수 입니다. *웨이팅이 생길 시 식사시간이 2시간인 점 양해 부탁드립니다.감사합니다.",점심 영업안함 · 저녁 1 - 4만원
L'enfance 렁팡스,프랑스음식 • 광화문,4.8,"(1,068)",L'enfance 렁팡스 ; 어린 시절모든 분들께 좋은 추억이 되길 바랍니다.,점심 저녁 동일가 1 - 4만원
Wip seongsu (윕 성수),다이닝바 • 성수,4.5,(921),"성수의 번잡한 중심가를 조금 벗어난 다정하고 편안한 레스토랑입니다. 편안하고 다정한 분위기 속에서 와인을 즐길 수 있으며,  저녁엔 로맨틱한 분위기로 기억에 남는 음식과 공간, 와인의 순간을 위해 준비하고 있습니다",점심 저녁 동일가 1 - 4만원
을지로차이,다이닝바 • 을지로,4.7,(709),죽기 전에 꼭 가봐야 할 뇨끼 맛집주종을 넘나드는 페어링을 만끽할 수 있는 다이닝바,점심 영업안함 · 저녁 1 - 4만원
아타리,야키토리 • 성수,4.7,(597),자그만한 가게를 하며 저와 손님에게 편안한 가게가 되는 것을 지향하는 공간,점심 영업안함 · 저녁 1 - 4만원
카밀로라자네리아,파스타 • 합정,4.7,(473),"*4호점 서교난면방 오픈!! (1호점에서 30초거리) 카밀로라자네리아 2호점 (캐치테이블) 20초거리 정상영업중 캐치테이블 카밀로라자네리아 2호점 워크인 방문 시 전화주시면 자리 확인드려요!‼️*3인은 테이블석 , 4-6인 룸 안내해드려요!",점심 저녁 동일가 1 - 4만원
리마크스,유러피안음식 • 도산공원,4.6,(362),도산공원에서 즐기는 프렌치 올데이브런치 & 비스트로   (점심 예약은 매장으로 전화주시면 도와드리겠습니다),점심 저녁 동일가 1 - 4만원
내추럴하이,브런치 • 경리단길,4.6,"(1,130)","낮에는 브런치, 저녁엔 우드파이어 요리를 즐길 수 있는 공간입니다.",점심 1 - 3만원 · 저녁 1 - 4만원
쎄니에,이탈리아음식 • 용산,4.6,(352),효창공원 맛집 아늑한 분위기의 전통 이탈리안 레스토랑*주류주문 필수 아닙니다.*야외 테라스 예약 및 당일 워크인손님은 전화로 문의 주세요.,점심 저녁 동일가 1-3만원
을지로회관,다이닝바 • 을지로,4.6,(254),음식과 술을 정성스럽게 준비한 '프리미엄 그릴바' 牛 羊 豚 을지로회관,점심 영업안함 · 저녁 1 - 4만원
장화신은고양이,아시아음식 • 망원,4.8,(120),커리수프누들인 락사 단일 메뉴만 판매하는 락사전문점,점심 영업안함 · 저녁 1 - 4만원
포이 키친,다이닝바 • 용산,4.8,(304),"용문시장 안, 비밀스러운 공간에서 즐기는 아시안 캐주얼 다이닝.",점심 영업안함 · 저녁 1 - 4만원
주052,한식 • 왕십리,4.7,(592),성동구 유일한 한식과 발효의 맛을 경험 할 수 있는 전통주 다이닝&바,점심 1 - 3만원 · 저녁 1 - 4만원
TOOG 투그,다이닝바 • 성수,4.7,(598),수제 핫도그 등의 델리카트슨 메뉴를 즐기는 다이닝바,점심 저녁 동일가 1 - 4만원
부다스벨리,태국음식 • 이태원,4.7,(613),타이셀렉트 시그니처 인증을 받은 태국 레스토랑,점심 저녁 동일가 1 - 4만원
육가온 역삼점,역삼,NA,NA,"한우투뿔,한돈(SGP),양고기(램)등 을 맛볼수 있습니",점심 저녁 동일가 1 - 4만원
마음집,다이닝바 • 용산,4.7,(380),퓨전 한식을 지향하는 용산 와인바,점심 영업안함 · 저녁 1 - 4만원
오롯,이자카야 • 공덕,4.4,(93),셰프들의 창의적인 요리와 숲길 뷰가 돋보이는 다이닝 이자카야,점심 저녁 동일가 1 - 4만원
경몽루 논현점,중식 • 논현,4.7,(26),다양한 중식 요리를 선보이는 쓰촨 전통 마파두부 전문점,점심 저녁 동일가 1 - 4만원
뚜쏨,다이닝바 • 한남,4.6,(106),"'뚜쏨(Tu Somm)'은 '당신만의 소믈리에'라는 뜻의 스페인어로, 와인을 매개로 소통하는 당신만을 위한 아주 특별한 공간입니다.",점심 영업안함 · 저녁 1 - 4만원
12.5도,다이닝바 • 답십리,4.9,(10),와인과 맥주 마시기 좋은 다이닝바,점심 저녁 동일가 1 - 4만원
스파다,이탈리아음식 • 북촌,4.8,(346),북촌의 작은 이탈리안 와인바,점심 저녁 동일가 1 - 4만원
도르리,다이닝바 • 군자,4.6,(220),한식 안주와 전통주 및 와인을 즐기는 공간,점심 영업안함 · 저녁 1 - 4만원
메종성수돈,돼지고기구이 • 성수,4.9,(768),최상급 돼지고기를 즐기는 아늑한 화로구이 전문점,점심 저녁 동일가 1 - 4만원
투머트,와인 • 샤로수길,4.7,(191),아늑하고 음식이 맛있는 와인바 내추럴 &  컨벤셔널 와인 200여종,점심 영업안함 · 저녁 1 - 4만원
소랑호젠,파스타 • 서울숲,4.6,(375),"제주의 감성이 담긴 파스타, 스테이크 맛집",점심 저녁 동일가 1 - 4만원
이마쇼쿠,일식 • 혜화,4.3,(97),숙성 사시미가 유명한 대학로 이자카야,점심 영업안함 · 저녁 1 - 4만원
가가바,와인 • 북촌,4.7,(295),300년 된 한옥에서 즐기는 한식과 테라스,점심 영업안함 · 저녁 1 - 4만원
비닐하우스,다이닝바 • 영등포,4.6,(162),"한식적인 터치가 있는 퓨전 요리와 다양한 주류가 있는 캐주얼 요리주점**블루리본선정맛집, EST.2016",점심 영업안함 · 저녁 1 - 4만원
쥬벤쿠바 샤로수길점,아메리칸음식 • 샤로수길,4.8,(171),다양한 식사류와 플래터가 준비된 아메리칸 비스트로,점심 저녁 동일가 1 - 4만원
에이넷 (aaaa),유러피안음식 • 신사,4.8,(166),맛있는 요리와 다양한 와인 가로수길 데이트 코스 셀럽들의 명소,점심 저녁 동일가 1 - 4만원
희릿,브런치 • 서울숲,4.5,"(1,121)","작은 마당이 예쁜 주택, 따뜻한 감성의 브런치&와인바",점심 1 - 3만원 · 저녁 1 - 4만원
란콰이진,중식 • 연남,4.8,(241),"since2017 홍콩 스타일 다이닝펍중식 경력 20년, owner chef 맹진택.블루리본서베이 2021, 2022, 2023 등재.생방송투데이 2399회 19.08.26생방송오늘저녁 640회 17.07.17에스콰이어 코리아 2018.06*소규모 매장.",점심 영업안함 · 저녁 1 - 4만원
다이조부 행운점,이자카야 • 서울대입구,4.9,(37),편안하고 아늑한 분위기의 바테이블 이자카야,점심 저녁 동일가 1 - 4만원
"도마, 유즈라멘",소고기구이 • 북촌,4.7,(178),소고기와 라멘을 함께 드실 수 있는 오마카세 맛집,점심 저녁 동일가 1 - 4만원
페페쥬집 PEPEZOOZIP,이탈리아음식 • 압구정로데오,3.8,(85),정원에서 음식과 와인을 즐기는 캐주얼 이탈리안 다이닝,점심 저녁 동일가 1 - 4만원
독립밀방 서울역,이탈리아음식 • 서울역,4.1,(132),"신라호텔 10년 경력의 오너 셰프가 운영하는 한옥 이탈리안 레스토랑 독립밀방을 서울역 역사 내 모던한 공간, 더 넓은 쾌적한 곳에서 만나실 수 있습니다.",점심 저녁 동일가 1 - 4만원
하씨타씨다이닝 Hotsy Totsy Dining,브런치 • 서대문,4.6,(6),"브런치와 양식, 커피와 와인, 즐거운 사람들과 만족스러운 정찬",점심 저녁 동일가 1 - 4만원
카와세미,이자카야 • 도산공원,4.5,(138),"다양한 일식요리와 경양식, 그리고 주류를 즐길 수 있는 도산공원 이자까야",점심 영업안함 · 저녁 1 - 4만원
텐바,이자카야 • 성수,4.8,(476),"동갑내기 말띠 쉐프가 운영하는 퀄리티,가성비 있는 일식기반의 요리와 다양한 주류를 즐길 수 있는 공간입니다.*1인 1주류 주문이 필수입니다.*웨이팅 있을시 식사 시간이 2시간으로 제한되실수있는점 양해 부탁드립니다.",점심 영업안함 · 저녁 1 - 4만원
오우버,와인 • 이태원,4.8,(105),"감각적인 공간, 오픈테라스 와인바",점심 영업안함 · 저녁 1 - 4만원
레드문,중식 • 한남,4.4,(331),사천 요리를 즐기는 타파스 컨셉의 몽환적인 중식 다이닝,점심 영업안함 · 저녁 1 - 4만원
그라도스,다이닝바 • 신사,4.8,(168),스페니쉬 모던 타파스 & 캐쥬얼다이닝,점심 저녁 동일가 1 - 4만원
다이닝 목로 압구정본점,다이닝바 • 압구정로데오,4.7,(109),근사한 분위기와 맛있는 안주로 유명한 퓨전 다이닝,점심 영업안함 · 저녁 1 - 4만원
차차밀로,다이닝바 • 연남,4.8,(257),"한식 기반의 다양한 요리와 함께 즐기는 전통주, 와인",점심 1-4만원(주말 점심) · 저녁 1-4만원
마마리와 뱅글,다이닝바 • 성수,4.5,(379),"1층 <마마리 마켓> 빵이나 반찬 구입 후2층 <마마리와 뱅글>에서 이용 가능하며, 단품 메뉴도 준비되어 있습니다.",점심 저녁 동일가 1 - 4만원
먼치 Munch,다이닝바 • 용산,4.7,(806),뉴욕 CIA출신 셰프가 운영하는 캐주얼 다이닝 바*워크인 전용 테이블이 있으니 예약 마감 시 워크인으로 이용 가능하십니다.,점심 저녁 동일가 1 - 4만원
빌리지,다이닝바 • 한남,4.7,(105),자연이 있는 조용한 동네의 캐주얼한 와인바,점심 저녁 동일가 1 - 4만원
오십오 와인바,와인 • 송파,4.9,(24),kbs 생생 정보 메인작가 출신 김작까의 건강한 푸드와 낮에는 브런치와 함께 송파 제일의 로스터리 카페 선호커피의 원두를 사용해 셀프브로잉 드립커피를 즐기고 저녁엔 소물리에 대니손의 3만원대 바틀와인 부터 가성비최고의 와인을 누릴수 있는 송파역 브런치&와인 카페 오십오,점심 1 - 2만원 · 저녁 1 - 4만원
올리버바이쇼텐,일식 • 압구정로데오,4.5,(290),따뜻하고 아늑한 가정집 느낌의 공간에서 즐기는 일식 기반의 요리주점,점심 영업안함 · 저녁 1 - 4만원
로바타 화목,일식 • 한남,4.8,(327),이자카야 베이스로한 계절 식재료로 재미있게 조리한 불 중심의 다국적 요리를 제공하는 술집입니다. 주류필수는 아닙니다.,점심 영업안함 · 저녁 1 - 4만원
37.5 시그니처 청담본점,브런치 • 청담,4.5,(88),"프리미엄 브런치 & 다이닝예약가능 시간09:30 - 10:00 / 17:00 - 19:00평일,주말 모두 예약 가능합니다예약관련 문의는 운영시간내 매장으로 전화주시면 친절히 안내드리겠습니다",점심 저녁 동일가 1 - 4만원
스낵룸,다이닝바 • 영등포,4.8,(245),영등포 골목에 숨어 있는 우리의 사랑방제철 식재료와 한식을 재해석한 음식글루텐프리 디저트와 다채로운 와인*와인바 & 주말브런치카페*워크인 가능합니다.*전화 예약 및 문의 가능합니다.*22시 이후 예약은 전화 부탁드리겠습니다.*@snackroom_seoul,점심 1 - 2만원 · 저녁 1 - 4만원
미미본관,중식 • 합정,4.5,(169),특급호텔 경력의 오너 셰프가 운영하는 중식 포차,점심 1 - 2만원 · 저녁 1 - 4만원
Frame 프레임,다이닝바 • 가로수길,4.7,(245),식탁을 좋은 요리와 좋은 술로 채워 만족감을 드리는 공간,점심 영업안함 · 저녁 1 - 4만원
바로드렁크바,다이닝바 • 성신여대,4.8,(35),클래식한 무드의 이국적인 하이볼 바,점심 영업안함 · 저녁 1 - 4만원
써니눅,브런치 • 성수,4.7,(265),뇨끼가 맛있는 올데이 브런치맛집!,점심 저녁 동일가 1 - 4만원
화담,한식 • 홍대,4.6,(89),한식의 소소한 일탈의 음식과 다양한 전통주,점심 영업안함 · 저녁 1 - 4만원
시누아즈(Chinois),다이닝바 • 연남,4.9,(434),모던하게 풀어 낸 중식 기반의 아시안 다이닝,점심 가격변동 · 저녁 1 - 4만원
문쥬스,다이닝바 • 방배,4.8,(100),발효를 컨셉으로 한 유니크한 메뉴와 샤워도우 크래프트 피자를 선보입니다. 낮에는 BRUNCH로 밤에는 DINING BAR로 시간 대 별로 즐기실 수 있는 다양한 메뉴가 준비되어 있습니다.,점심 저녁 동일가 1 - 4만원
엘쁠라또,스페인음식 • 도곡,4.8,(579),"스페인 음식 공간, 엘쁠라또",점심 저녁 동일가 1 - 4만원
복덕방막걸리집,전통주 • 망원,4.8,(149),안주와 내추럴막걸리를 페어링하는 편안한 공간,점심 영업안함 · 저녁 1 - 4만원
라페름,프랑스음식 • 한남,4.5,(360),슈퍼푸드를 활용한 다양한 프렌치 요리를 선보이는 브런치&다이닝 바,점심 1 - 3만원 · 저녁 1 - 4만원
코메 벤또,일식 • 문정,4.7,(84),창의적인 요리들을 하나의 벤또에 담아낸 일식 다이닝,점심 저녁 동일가 1 - 4만원
빽돈 노원상계점,돼지고기구이 • 상계,4.3,(21),돼지 특수부위와 특별 메뉴를 선보이는 레트로컨셉 고깃집,점심 저녁 동일가 1 - 4만원
빽돈 서울대점(본점),돼지고기구이 • 샤로수길,4.9,(11),돼지 특수부위와 특별 메뉴를 선보이는 레트로컨셉 고깃집,점심 저녁 동일가 1 - 4만원
낯선한식븟다,요리주점 • 사당,4.6,(152),"한식, 양식의 기반을 둔 음식으로 200종류 이상의 전통주를 즐기실 수 있는 전통주점",점심 영업안함 · 저녁 1 - 4만원
빽돈 신논현직영점,돼지고기구이 • 강남,4.3,(38),돼지 특수부위와 특별 메뉴를 선보이는 레트로컨셉 고깃집,점심 저녁 동일가 1 - 4만원
라브리크 서울,브런치 • 강남,4.0,(345),"점심시간은 예약이 불가능합니다. 오후 5시 이후에만 캐치테이블에서 가능합니다 :)  뉴트럴 뉴 브런치, 그리고 커피와 와인 Light but not light 가볍지만 가볍지 않은 즐거움을 선사하겠습니다. feel it coming",점심 저녁 동일가 1 - 4만원
사랑이 뭐길래,아시아음식 • 용산,4.6,(399),경계없는 요리와 와인으로 위로 받을 수 있는 공간,점심 영업안함 · 저녁 1 - 4만원
빽돈 방이점,돼지고기구이 • 방이,4.2,(5),돼지 특수부위와 특별 메뉴를 선보이는 레트로컨셉 고깃집,점심 저녁 동일가 1 - 4만원
테라스꾸까,"칵테일,위스키 • 안국",4.5,(234),Terrace KUKKA,점심 1 - 2만원 · 저녁 1 - 4만원
까까를로,이탈리아음식 • 성수,4.8,(351),"발효소스와 계절재료, 와인으로 맛과 향을 더한 이탈리안",점심 저녁 동일가 1 - 4만원
금남방,다이닝바 • 금호,4.8,(55),한국 최초 한식 내추럴 와인 비스트로 금남방에서는 제철 한식요리와 맛깔나는 내추럴 와인 페어링을 경험하실 수 있어요. 금호동 사랑방 금남방❤️,점심 영업안함 · 저녁 1 - 4만원
기원22,"칵테일,위스키 • 을지로",4.7,(36),노포 속 전통주를 사용한 시그니쳐 칵테일을 즐기는 공간,점심 영업안함 · 저녁 1 - 4만원
바티크,"칵테일,위스키 • 신용산",4.8,(6),편안한 분위기와 고급스러운 서비스의 위스키&칵테일 바,점심 영업안함 · 저녁 1 - 4만원
어메이징타이,태국음식 • 한남,4.2,(39),태국 5성급 호텔 주방장이 선보이는 정통 태국 음식점,점심 저녁 동일가 1 - 4만원
펄포즈89 (PURPOSE89),다이닝바 • 합정,4.9,(154),유러피안 스타일로 풀어낸 요리들을 즐기는 와인바,점심 저녁 동일가 1 - 4만원
미각담다 다이닝,한식 • 양재,4.6,(289),전통적인 한식을 세련미있게 표현한 한식 요릿집,점심 1 - 3.5만원 · 저녁 1.2 - 3.5만원
바 피어(VIER),"칵테일,위스키 • 삼각지",4.8,(44),나만 알고 싶은 위스키 바에서 즐기는 잊지 못할 밤,점심 영업안함 · 저녁 1 - 4만원
와인어클락,와인 • 합정,4.9,(80),와인큐레이터가 엄선한 250여종의 와인들과 치즈 & 샤퀴테리를 베이스로 한 메뉴를 선보이는 와인바 Since 2016,점심 영업안함 · 저녁 1 - 4만원
오디 (ODDY),다이닝바 • 논현,5.0,(111),편안한 분위기의 다이닝 바,점심 영업안함 · 저녁 1 - 4만원
온6.5,다이닝바 • 안국,4.6,"(1,082)","색다른 김치의 모색을 브랜드 슬로건으로 한 김치 타파스 와인바📌주류 바틀 필수 업장입니다📌전화응대는 13시30분부터 가능합니다📌노키즈존입니다(룸제외)📌주말,공휴일은 2시간의 시간제한이 있습니다📌5인 이상 예약과 룸 예약은 전화로만 가능합니다",점심 영업안함 · 저녁 1 - 4만원
베르두레,브런치 • 영등포,4.4,(68),오전부터 즐기는 따뜻한 브런치,점심 저녁 동일가 1 - 4만원
야스노야 본점,양고기 • 용산,4.6,(508),삿포로 징기스칸 양고기와 스프커리의 명가,점심 영업안함 · 저녁 1 - 4만원
비노바인,프랑스음식 • 서초,4.7,(110),제철 프렌치 퓨전 코스 요리와 프라이빗한 개별 공간,점심 영업안함 · 저녁 1 - 4만원
토우지,이자카야 • 잠실새내,4.5,(269),사시미 코스 및 계절 요리를 사케와 페어링하는 일식 다이닝,점심 영업안함 · 저녁 1 - 4만원
술수,다이닝바 • 마포,4.7,(145),"한식 베이스의 창의적인 요리와 우리술, 와인을 즐기는 숲길 속 다이닝바",점심 영업안함 · 저녁 1 - 4만원
이자카야 화분,이자카야 • 가로수길,4.6,(57),특색있고 분위기와 맛이좋은 가로수길 이자카야,점심 영업안함 · 저녁 1 - 4만원
Sushi702,"스시,초밥 • 압구정",4.6,(272),오리지널 라스베가스 스타일의 아메리칸 스시&사시미&롤,점심 저녁 동일가 1 - 4만원
햄서울 HAM SEOUL,다이닝바 • 성수,4.9,(213),우드파이어를 이용한 제철디쉬 와인바,점심 영업안함 · 저녁 1 - 4만원
버블리,다이닝바 • 자양,4.9,(120),"숨겨진 보석같은 루프탑 공간, 페어링에 초점을 맞춘 편안한 샴페인바",점심 저녁 동일가 1 - 4만원
노우즈X성수로운 안국,다이닝바 • 안국,4.2,(16),프랜치 터치의 이자카야 하이볼 술집,점심 영업안함 · 저녁 1 - 4만원
마일드 하이 클럽,다이닝바 • 압구정로데오,4.5,(425),고급스러운 분위기에서 즐길 수 있는 캐주얼 브런치 다이닝,점심 1 - 3만원 · 저녁 1 - 4만원
